scrap_id,work_order_id,inspection_id,scrap_date,machine_id,operator_id,shift_code,material_type,lot_id,defect_code_clean,quantity_scrapped,quantity_reworked,scrap_reason_raw,scrap_reason_clean,material_cost_per_unit,labor_cost_per_unit,total_scrap_cost
SCRAP-26,WO-10063,INSP-69,2023-01-07 18:59:58.460125493,M01,OP012,Shift B,12ga Steel,LOT-1000,Surface Scratch,0,1,Setup Error,SETUP_ERROR,26.12,154.87,0.0
SCRAP-27,WO-10063,INSP-70,2023-01-07 19:31:58.460125493,M01,OP012,Shift B,12ga Steel,LOT-1000,Surface Scratch,0,1,MATERIAL_DEFECT,MATERIAL_DEFECT,22.41,194.19,0.0
SCRAP-28,WO-10065,INSP-72,2023-01-09 08:45:50.655790479,M02,OP009,Shift A,16ga Steel,LOT-1001,Surface Scratch,0,1,Mach Issue,MACHINE_ISSUE,69.42,88.98,0.0
SCRAP-29,WO-10067,INSP-74,2023-01-09 20:33:43.857739676,M07,OP012,Shift B,16ga Steel,LOT-1001,Dimensional,2,2,Incoming Defect,MATERIAL_DEFECT,54.53,145.92,400.9
SCRAP-30,WO-10069,INSP-76,2023-01-09 17:33:52.443920717,M04,OP012,Shift B,12ga Steel,LOT-1000,Burr,3,1,Machine Issue,MACHINE_ISSUE,19.91,170.08,569.97
SCRAP-31,WO-10073,INSP-80,2023-01-09 20:23:19.058923323,M07,OP003,,16ga Steel,LOT-1001,Dimensional,1,1,Setup,SETUP_ERROR,96.96,95.64,192.6
SCRAP-32,WO-10074,INSP-81,2023-01-09 19:31:25.571483215,M07,OP016,Shift B,Stainless 304,,Surface Scratch,0,1,Material Defect,MATERIAL_DEFECT,13.18,142.41,0.0
SCRAP-33,WO-10075,INSP-82,2023-01-09 09:05:50.202083136,M01,OP005,Shift A,Aluminum 5052,,Dimensional,1,1,Setup,SETUP_ERROR,15.98,158.96,174.94
SCRAP-34,WO-10076,INSP-83,2023-01-10 16:33:16.856520863,M01,OP011,Shift B,12ga Steel,LOT-1000,Dimensional,0,1,equipment failure,MACHINE_ISSUE,24.75,83.0,0.0
SCRAP-35,WO-10080,INSP-87,2023-01-10 18:52:38.577905764,M03,OP003,Shift B,Stainless 304,,Dimensional,2,1,Material Defect,MATERIAL_DEFECT,13.3,83.87,194.34
SCRAP-36,WO-10081,INSP-88,2023-01-10 17:56:16.307227266,M07,OP011,Shift B,16ga Steel,LOT-1001,Dimensional,1,1,Op Error,OPERATOR_ERROR,41.95,116.3,158.25
SCRAP-37,WO-10091,INSP-99,2023-01-11 17:34:03.814652297,M04,OP001,Shift B,"1/4"" Plate",LOT-1002,Burr,0,1,equipment failure,MACHINE_ISSUE,52.1,91.54,0.0
SCRAP-38,WO-10092,INSP-100,2023-01-11 19:02:32.708394703,M07,OP012,Shift B,Stainless 304,LOT-1009,Burr,1,1,MACHINE_ISSUE,MACHINE_ISSUE,33.25,134.12,167.37
SCRAP-39,WO-10093,INSP-101,2023-01-11 18:57:16.152349868,M07,OP001,Shift B,16ga Steel,LOT-1001,Burr,0,1,human error,OPERATOR_ERROR,65.96,127.95,0.0
SCRAP-40,WO-10094,INSP-102,2023-01-11 17:42:30.673258221,M04,OP007,Shift B,12ga Steel,LOT-1000,Bend Angle,3,3,human error,OPERATOR_ERROR,35.72,155.77,574.47
SCRAP-41,WO-10101,INSP-109,2023-01-12 18:42:57.020452622,M02,OP016,Shift B,12ga Steel,LOT-1000,Surface Scratch,0,1,material defect,MATERIAL_DEFECT,41.36,106.08,0.0
SCRAP-42,WO-10102,INSP-110,2023-01-12 19:20:23.983814284,M01,OP007,Shift B,Aluminum 5052,,Surface Scratch,0,1,MATERIAL_DEFECT,MATERIAL_DEFECT,12.75,132.83,0.0
SCRAP-43,WO-10103,INSP-111,2023-01-12 10:43:54.107247281,M03,OP017,Shift A,Stainless 304,LOT-1009,Bend Angle,0,1,equipment failure,MACHINE_ISSUE,55.86,143.79,0.0
SCRAP-44,WO-10104,INSP-112,2023-01-12 17:52:53.343492586,M04,OP007,Shift B,"1/4"" Plate",LOT-1002,Burr,6,1,Setup Error,SETUP_ERROR,96.74,190.8,1725.24
SCRAP-45,WO-10107,INSP-115,2023-01-13 18:37:31.165294224,M06,OP014,Shift B,16ga Steel,LOT-1001,Porosity,0,1,Operator Error,OPERATOR_ERROR,68.98,183.08,0.0
SCRAP-46,WO-10112,INSP-120,2023-01-13 15:45:51.753104942,M07,OP003,Shift B,16ga Steel,LOT-1001,Burr,1,1,machine issue,MACHINE_ISSUE,99.27,108.15,207.42
SCRAP-47,WO-10113,INSP-121,2023-01-13 18:09:23.512455156,M02,OP010,Shift B,16ga Steel,LOT-1001,Dimensional,0,1,Incoming Defect,MATERIAL_DEFECT,81.92,166.31,0.0
SCRAP-48,WO-10115,INSP-123,2023-01-13 17:46:55.177946156,M07,OP001,Shift B,16ga Steel,LOT-1001,Dimensional,0,1,Setup,SETUP_ERROR,49.36,112.09,0.0
SCRAP-49,WO-10116,INSP-124,2023-01-13 09:14:34.610646949,M05,OP002,Shift A,"3/8"" Plate",LOT-1004,Porosity,0,1,machine issue,MACHINE_ISSUE,19.38,114.2,0.0
SCRAP-50,WO-10118,INSP-126,2023-01-13 18:57:06.360887465,M06,OP007,Shift B,14ga Steel,LOT-1006,Porosity,5,1,OPERATOR_ERROR,OPERATOR_ERROR,64.5,94.68,795.9
SCRAP-51,WO-10119,INSP-127,2023-01-13 12:19:29.464031443,M06,OP009,Shift A,16ga Steel,LOT-1001,Surface Scratch,0,1,setup err,SETUP_ERROR,44.18,83.5,0.0
SCRAP-52,WO-10120,INSP-128,2023-01-14 09:17:49.483326755,M05,OP017,Shift A,Aluminum 5052,LOT-1005,Porosity,0,1,op err,OPERATOR_ERROR,92.62,105.78,0.0
SCRAP-53,WO-10121,INSP-129,2023-01-14 19:28:29.939236976,M06,OP016,Shift B,"3/8"" Plate",LOT-1004,Porosity,0,1,Op Error,OPERATOR_ERROR,35.27,145.65,0.0
SCRAP-54,WO-10127,INSP-135,2023-01-14 08:57:38.314203688,M06,OP020,Shift A,"3/8"" Plate",LOT-1008,Surface Scratch,1,1,Incoming Defect,MATERIAL_DEFECT,47.07,104.84,151.91
SCRAP-55,WO-10129,INSP-137,2023-01-14 11:56:01.814497107,M06,OP015,,16ga Steel,LOT-1001,Weld Defect,1,1,MACHINE_ISSUE,MACHINE_ISSUE,67.53,191.13,258.66
SCRAP-56,WO-10130,INSP-138,2023-01-14 12:15:36.506663131,M03,OP015,Shift A,14ga Steel,LOT-1006,Dimensional,2,2,Machine Issue,MACHINE_ISSUE,70.68,199.51,540.38
SCRAP-57,WO-10134,INSP-144,2023-01-16 19:52:27.830059581,M05,OP006,Shift B,"3/8"" Plate",LOT-1008,Weld Defect,1,1,Material Defect,MATERIAL_DEFECT,27.2,118.63,145.83
SCRAP-58,WO-10134,INSP-145,2023-01-16 20:23:27.830059581,M05,OP006,Shift B,"3/8"" Plate",LOT-1008,Weld Defect,1,1,op err,OPERATOR_ERROR,28.06,179.22,207.28
SCRAP-59,WO-10135,INSP-146,2023-01-16 17:39:39.205077562,M06,OP012,Shift B,16ga Steel,LOT-1001,Porosity,0,1,TBD,UNKNOWN,88.56,141.12,0.0
SCRAP-60,WO-10136,INSP-147,2023-01-16 17:31:34.371062720,M06,OP008,Shift B,16ga Steel,LOT-1001,Porosity,0,1,SETUP_ERROR,SETUP_ERROR,46.28,184.77,0.0
SCRAP-61,WO-10137,INSP-148,2023-01-16 16:37:42.738212908,M04,OP010,Shift B,"1/4"" Plate",LOT-1002,Surface Scratch,0,1,Mach Issue,MACHINE_ISSUE,48.62,110.22,0.0
SCRAP-62,WO-10139,INSP-150,2023-01-16 16:00:07.873530635,M06,OP007,Shift B,Aluminum 5052,LOT-1005,Weld Defect,2,1,Operator,OPERATOR_ERROR,77.39,108.0,370.78
SCRAP-63,WO-10140,INSP-151,2023-01-16 09:10:14.055663013,M03,OP005,Shift A,14ga Steel,LOT-1003,Bend Angle,1,2,Op Error,OPERATOR_ERROR,55.23,178.67,233.9
SCRAP-64,WO-10142,INSP-153,2023-01-16 21:00:18.131215623,M07,OP016,Shift B,"3/8"" Plate",LOT-1004,Dimensional,0,1,Setup,SETUP_ERROR,34.73,107.74,0.0
SCRAP-65,WO-10147,INSP-159,2023-01-17 16:33:04.116066795,M06,OP014,Shift B,Aluminum 5052,LOT-1005,Weld Defect,0,1,Machine,MACHINE_ISSUE,73.03,88.98,0.0
SCRAP-66,WO-10154,INSP-166,2023-01-18 08:54:45.990766729,M02,OP005,Shift A,16ga Steel,LOT-1001,Dimensional,2,1,unknown,UNKNOWN,72.84,179.32,504.32
SCRAP-67,WO-10155,INSP-167,2023-01-18 18:29:19.405954021,M05,OP007,Shift B,16ga Steel,LOT-1001,Porosity,1,1,Operator,OPERATOR_ERROR,42.57,120.58,163.15
SCRAP-68,WO-10157,INSP-169,2023-01-18 09:04:35.212318902,M05,OP018,Shift A,"3/8"" Plate",LOT-1004,Dimensional,0,1,Op Error,OPERATOR_ERROR,27.29,160.26,0.0
SCRAP-69,WO-10157,INSP-170,2023-01-18 09:32:35.212318902,M05,OP018,Shift A,"3/8"" Plate",LOT-1004,Dimensional,0,1,Setup Error,SETUP_ERROR,41.31,125.8,0.0
SCRAP-70,WO-10159,INSP-172,2023-01-18 19:05:21.336554052,M06,OP012,Shift B,"3/8"" Plate",LOT-1004,Porosity,1,1,Setup Error,SETUP_ERROR,24.07,95.31,119.38
SCRAP-71,WO-10159,INSP-173,2023-01-18 19:37:21.336554052,M06,OP012,Shift B,"3/8"" Plate",LOT-1004,Porosity,1,1,machine issue,MACHINE_ISSUE,18.42,167.07,185.49
SCRAP-72,WO-10161,INSP-175,2023-01-18 08:11:04.303730541,M01,OP013,Shift A,Aluminum 5052,LOT-1005,Surface Scratch,0,1,Machine,MACHINE_ISSUE,91.06,176.34,0.0
SCRAP-73,WO-10162,INSP-176,2023-01-18 10:57:29.927406668,M03,OP002,Shift A,14ga Steel,LOT-1003,Bend Angle,1,1,Operator,OPERATOR_ERROR,65.32,182.32,247.64
SCRAP-74,WO-10165,INSP-179,2023-01-18 11:15:12.357578897,M02,OP015,Shift A,12ga Steel,LOT-1000,Surface Scratch,2,1,N/A,UNKNOWN,27.5,177.57,410.14
SCRAP-75,WO-10167,INSP-181,2023-01-19 19:32:06.303875406,M06,OP007,Shift B,Aluminum 5052,LOT-1005,Weld Defect,0,1,Operator,OPERATOR_ERROR,51.15,116.03,0.0
SCRAP-76,WO-10169,INSP-183,2023-01-19 18:03:12.805042418,M04,OP014,Shift B,"3/8"" Plate",LOT-1008,Bend Angle,1,1,equipment failure,MACHINE_ISSUE,44.52,124.96,169.48
SCRAP-77,WO-10170,INSP-184,2023-01-19 11:18:19.184033761,M05,OP017,Shift A,"3/8"" Plate",LOT-1004,Porosity,0,1,op err,OPERATOR_ERROR,18.5,184.63,0.0
SCRAP-78,WO-10176,INSP-190,2023-01-20 11:00:08.774856354,M05,OP019,Shift A,"3/8"" Plate",LOT-1008,Porosity,0,1,,UNKNOWN,31.73,88.55,0.0
SCRAP-79,WO-10176,INSP-191,2023-01-20 11:15:08.774856354,M05,OP019,Shift A,"3/8"" Plate",LOT-1008,Porosity,0,1,Operator Error,OPERATOR_ERROR,56.19,89.46,0.0
SCRAP-80,WO-10178,INSP-194,2023-01-20 09:20:07.793600441,M07,OP018,Shift A,16ga Steel,LOT-1001,Dimensional,2,1,bad material,MATERIAL_DEFECT,82.65,75.21,315.72
SCRAP-81,WO-10182,INSP-198,2023-01-23 17:22:07.287024320,M07,OP008,Shift B,16ga Steel,LOT-1001,Burr,0,1,machine issue,MACHINE_ISSUE,96.56,167.13,0.0
SCRAP-82,WO-10183,INSP-199,2023-01-23 08:41:47.231565384,M06,OP002,Shift A,14ga Steel,LOT-1011,Porosity,1,1,Operator,OPERATOR_ERROR,59.89,116.28,176.17
SCRAP-83,WO-10184,INSP-200,2023-01-23 09:35:32.396336098,M06,OP015,Shift A,16ga Steel,LOT-1018,Weld Defect,0,1,Op Error,OPERATOR_ERROR,107.54,138.39,0.0
SCRAP-84,WO-10185,INSP-201,2023-01-23 18:00:24.695805281,M02,OP006,Shift B,16ga Steel,LOT-1001,Burr,0,1,machine issue,MACHINE_ISSUE,57.83,90.91,0.0
SCRAP-85,WO-10186,INSP-202,2023-01-23 16:35:15.973514622,M05,OP011,,Aluminum 5052,LOT-1005,Surface Scratch,0,1,equipment failure,MACHINE_ISSUE,93.37,151.94,0.0
SCRAP-86,WO-10188,INSP-204,2023-01-23 20:28:33.485432942,M04,OP006,Shift B,"1/4"" Plate",LOT-1014,Bend Angle,0,1,Setup,SETUP_ERROR,56.57,101.27,0.0
SCRAP-87,WO-10191,INSP-207,2023-01-24 11:29:05.510287610,M04,OP005,Shift A,"3/8"" Plate",LOT-1008,Burr,1,1,machine issue,MACHINE_ISSUE,38.52,130.27,168.79
SCRAP-88,WO-10193,INSP-209,2023-01-24 08:58:08.321384083,M05,OP009,Shift A,14ga Steel,LOT-1011,Porosity,0,1,Mach Issue,MACHINE_ISSUE,73.19,167.0,0.0
SCRAP-89,WO-10196,INSP-212,2023-01-24 10:33:42.204758112,M03,OP013,Shift A,Stainless 304,LOT-1007,Bend Angle,0,1,Machine Issue,MACHINE_ISSUE,34.11,116.9,0.0
SCRAP-90,WO-10197,INSP-213,2023-01-24 07:40:13.938034069,M04,OP002,Shift A,"3/8"" Plate",LOT-1010,Surface Scratch,0,1,Machine Issue,MACHINE_ISSUE,41.53,99.89,0.0
SCRAP-91,WO-10198,INSP-214,2023-01-24 11:14:51.730564218,M04,OP002,Shift A,"1/4"" Plate",LOT-1002,Bend Angle,0,1,N/A,UNKNOWN,75.58,171.06,0.0
SCRAP-92,WO-10199,INSP-215,2023-01-24 20:00:28.941191479,M04,OP016,Shift B,12ga Steel,LOT-1000,Burr,0,1,First Article Fail,SETUP_ERROR,28.43,124.96,0.0
SCRAP-93,WO-10203,INSP-220,2023-01-24 18:44:44.904542004,M06,OP003,Shift B,16ga Steel,LOT-1018,Porosity,1,1,operator error,OPERATOR_ERROR,97.31,171.26,268.57
SCRAP-94,WO-10207,INSP-224,2023-01-25 15:37:23.278265846,M05,OP008,Shift B,14ga Steel,LOT-1003,Porosity,0,1,op err,OPERATOR_ERROR,62.43,161.99,0.0
SCRAP-95,WO-10208,INSP-225,2023-01-25 17:55:02.694982285,M03,OP012,Shift B,14ga Steel,LOT-1011,Bend Angle,1,1,Incoming Defect,MATERIAL_DEFECT,68.18,132.06,200.24
SCRAP-96,WO-10210,INSP-227,2023-01-25 09:01:13.606860387,M04,OP005,Shift A,12ga Steel,LOT-1000,Bend Angle,0,1,machine issue,MACHINE_ISSUE,33.16,114.66,0.0
SCRAP-97,WO-10218,INSP-236,2023-01-26 18:50:34.284475195,M06,OP001,Shift B,Aluminum 5052,LOT-1017,Weld Defect,0,1,equipment failure,MACHINE_ISSUE,100.56,138.1,0.0
SCRAP-98,WO-10218,INSP-237,2023-01-26 19:11:34.284475195,M06,OP001,Shift B,Aluminum 5052,LOT-1017,Weld Defect,0,1,Operator,OPERATOR_ERROR,59.92,182.69,0.0
SCRAP-99,WO-10219,INSP-238,2023-01-26 09:48:37.097301997,M06,OP013,Shift A,Aluminum 5052,LOT-1005,Surface Scratch,0,1,Incoming Defect,MATERIAL_DEFECT,77.59,170.73,0.0
SCRAP-100,WO-10220,INSP-239,2023-01-26 07:38:36.495133559,M01,OP020,Shift A,16ga Steel,LOT-1018,Surface Scratch,0,1,Mat Defect,MATERIAL_DEFECT,75.95,164.19,0.0
SCRAP-101,WO-10222,INSP-241,2023-01-26 18:04:39.743441049,M05,OP012,Shift B,Aluminum 5052,LOT-1017,Weld Defect,1,1,human error,OPERATOR_ERROR,87.56,92.3,179.86
SCRAP-102,WO-10226,INSP-245,2023-01-27 15:27:24.478029258,M06,OP011,Shift B,16ga Steel,LOT-1013,Weld Defect,1,1,operator error,OPERATOR_ERROR,37.61,126.86,164.47
SCRAP-103,WO-10228,INSP-247,2023-01-27 10:54:01.968443136,M04,OP019,Shift A,"3/8"" Plate",LOT-1008,Bend Angle,0,1,equipment failure,MACHINE_ISSUE,29.73,127.52,0.0
SCRAP-104,WO-10229,INSP-248,2023-01-27 11:22:37.932723566,M05,OP013,Shift A,"1/4"" Plate",LOT-1014,Weld Defect,0,1,setup err,SETUP_ERROR,40.0,185.08,0.0
SCRAP-105,WO-10230,INSP-249,2023-01-27 17:51:12.410360771,M02,OP014,Shift B,12ga Steel,LOT-1016,Surface Scratch,0,1,Operator,OPERATOR_ERROR,69.46,169.18,0.0
SCRAP-106,WO-10232,INSP-251,2023-01-27 16:40:23.868981,M04,OP010,Shift B,12ga Steel,LOT-1019,Dimensional,0,1,Machine Issue,MACHINE_ISSUE,86.17,143.27,0.0
SCRAP-107,WO-10235,INSP-254,2023-01-27 12:43:53.439711737,M07,OP019,Shift A,"3/8"" Plate",LOT-1010,Burr,0,1,Machine,MACHINE_ISSUE,43.78,135.71,0.0
SCRAP-108,WO-10235,INSP-255,2023-01-27 13:05:53.439711737,M07,OP019,Shift A,"3/8"" Plate",LOT-1010,Burr,0,1,Machine Issue,MACHINE_ISSUE,49.9,95.63,0.0
SCRAP-109,WO-10240,INSP-260,2023-01-30 17:59:43.630930826,M05,OP014,Shift B,Aluminum 5052,LOT-1017,Porosity,1,1,UNKNOWN,UNKNOWN,87.12,188.37,275.49
SCRAP-110,WO-10241,INSP-261,2023-01-30 17:16:37.947123448,M04,OP001,Shift B,"1/4"" Plate",LOT-1002,Surface Scratch,1,2,Op Error,OPERATOR_ERROR,64.78,183.36,248.14
SCRAP-111,WO-10242,INSP-262,2023-01-30 15:30:16.481213319,M06,OP012,Shift B,14ga Steel,LOT-1006,Weld Defect,3,1,operator error,OPERATOR_ERROR,37.28,115.86,459.42
SCRAP-112,WO-10245,INSP-265,2023-01-30 18:47:13.072288668,M07,OP003,Shift B,16ga Steel,LOT-1023,Burr,1,1,machine issue,MACHINE_ISSUE,41.4,127.7,169.1
SCRAP-113,WO-10246,INSP-266,2023-01-30 10:11:15.003083356,M05,OP009,Shift A,"3/8"" Plate",LOT-1008,Surface Scratch,0,1,human error,OPERATOR_ERROR,41.05,199.99,0.0
SCRAP-114,WO-10247,INSP-267,2023-01-30 18:04:56.285896913,M07,OP014,Shift B,16ga Steel,LOT-1001,Burr,1,2,Operator Error,OPERATOR_ERROR,97.58,80.03,177.61
SCRAP-115,WO-10248,INSP-268,2023-01-30 12:10:38.341112319,M05,OP005,Shift A,"3/8"" Plate",LOT-1008,Surface Scratch,1,2,Incoming Defect,MATERIAL_DEFECT,23.38,94.05,117.43
SCRAP-116,WO-10250,INSP-270,2023-01-30 17:59:37.286097107,M04,OP010,Shift B,"1/4"" Plate",LOT-1002,Bend Angle,0,1,Op Error,OPERATOR_ERROR,95.49,133.13,0.0
SCRAP-117,WO-10251,INSP-271,2023-01-30 20:09:25.630626422,M06,OP007,Shift B,"3/8"" Plate",LOT-1008,Weld Defect,0,1,Operator,OPERATOR_ERROR,43.36,168.49,0.0
SCRAP-118,WO-10252,INSP-272,2023-01-31 08:20:51.214345834,M03,OP002,Shift A,14ga Steel,LOT-1003,Dimensional,0,1,op err,OPERATOR_ERROR,41.5,147.34,0.0
SCRAP-119,WO-10256,INSP-276,2023-01-31 10:53:31.703561247,M05,OP017,Shift A,"3/8"" Plate",LOT-1008,Weld Defect,0,1,MACHINE_ISSUE,MACHINE_ISSUE,55.3,124.58,0.0
SCRAP-120,WO-10258,INSP-279,2023-01-31 18:14:35.974697950,M06,OP007,Shift B,14ga Steel,LOT-1011,Dimensional,2,1,set up error,SETUP_ERROR,67.38,105.36,345.48
SCRAP-121,WO-10261,INSP-282,2023-01-31 15:28:06.785353607,M07,OP016,Shift B,"3/8"" Plate",LOT-1010,Burr,1,1,SETUP_ERROR,SETUP_ERROR,59.03,90.13,149.16
SCRAP-122,WO-10264,INSP-285,2023-01-31 18:18:29.626151766,M05,OP003,Shift B,12ga Steel,LOT-1000,Porosity,0,1,Op Error,OPERATOR_ERROR,29.63,121.32,0.0
SCRAP-123,WO-10265,INSP-286,2023-02-01 19:33:12.065850504,M05,OP007,Shift B,16ga Steel,LOT-1027,Porosity,0,1,Op Error,OPERATOR_ERROR,35.39,136.28,0.0
SCRAP-124,WO-10266,INSP-287,2023-02-01 12:22:05.946071286,M05,OP005,Shift A,"3/8"" Plate",LOT-1008,Weld Defect,0,1,Machine,MACHINE_ISSUE,50.9,163.41,0.0
SCRAP-125,WO-10267,INSP-288,2023-02-01 19:11:57.714854115,M07,OP011,,16ga Steel,LOT-1013,Bend Angle,0,1,machine issue,MACHINE_ISSUE,56.25,151.99,0.0
SCRAP-126,WO-10267,INSP-289,2023-02-01 19:41:57.714854115,M07,OP011,,16ga Steel,LOT-1013,Bend Angle,0,1,Machine Issue,MACHINE_ISSUE,63.73,149.06,0.0
SCRAP-127,WO-10270,INSP-292,2023-02-01 11:09:14.702089219,M06,OP015,Shift A,14ga Steel,LOT-1006,Porosity,3,3,machine issue,MACHINE_ISSUE,31.98,185.2,651.54
SCRAP-128,WO-10272,INSP-294,2023-02-02 21:07:15.407430033,M07,OP001,Shift B,16ga Steel,LOT-1027,Burr,0,1,Mach Issue,MACHINE_ISSUE,43.47,117.05,0.0
SCRAP-129,WO-10276,INSP-298,2023-02-02 08:31:49.898768070,M06,OP020,Shift A,Stainless 304,LOT-1015,Surface Scratch,0,1,bad material,MATERIAL_DEFECT,63.77,174.73,0.0
SCRAP-130,WO-10277,INSP-299,2023-02-02 16:00:03.544652035,M06,OP012,Shift B,Aluminum 5052,LOT-1022,Porosity,1,1,MACHINE_ISSUE,MACHINE_ISSUE,27.21,76.27,103.48
SCRAP-131,WO-10278,INSP-300,2023-02-02 19:01:30.436163689,M03,OP012,Shift B,Stainless 304,LOT-1020,Dimensional,1,2,material defect,MATERIAL_DEFECT,39.08,144.4,183.48
SCRAP-132,WO-10280,INSP-302,2023-02-02 17:34:33.905128951,M07,OP012,,16ga Steel,LOT-1027,Burr,1,1,Machine Issue,MACHINE_ISSUE,37.69,174.12,211.81
SCRAP-133,WO-10280,INSP-303,2023-02-02 18:17:33.905128951,M07,OP012,,16ga Steel,LOT-1027,Burr,1,1,equipment failure,MACHINE_ISSUE,29.63,158.0,187.63
SCRAP-134,WO-10289,INSP-312,2023-02-03 07:40:37.498305101,M05,OP018,Shift A,12ga Steel,LOT-1012,Weld Defect,0,1,Incoming Defect,MATERIAL_DEFECT,29.78,168.24,0.0
