inspection_id,work_order_id,inspection_date,inspector_id,quantity_inspected,quantity_passed,quantity_failed,defect_code_raw,defect_code_clean,disposition,notes
INSP-38,WO-10034,2023-01-05 12:22:30.456761445,OP016,12,10,2,DIMENSIONAL,Dimensional,Scrap,Major born guy world southern dream.
INSP-39,WO-10034,2023-01-05 12:58:30.456761445,OP016,12,10,2,DIMENSIONAL,Dimensional,Scrap,Major born guy world southern dream.
INSP-40,WO-10035,2023-01-05 18:59:43.677030235,OP017,12,11,1,Scratch,Surface Scratch,Scrap,
INSP-41,WO-10036,2023-01-05 16:07:20.965986687,OP013,25,24,1,Bend Angle,Bend Angle,Use-As-Is,
INSP-42,WO-10037,2023-01-05 16:21:43.814929082,OP019,13,13,0,Pass,None,Pass,
INSP-43,WO-10038,2023-01-05 18:37:22.307172788,OP013,11,11,0,none,None,Pass,
INSP-44,WO-10039,2023-01-05 08:48:22.070579604,OP003,15,15,0,None,None,Pass,
INSP-45,WO-10040,2023-01-05 21:12:56.762455252,OP007,9,9,0,OK,None,Pass,There water beat magazine attorney.
INSP-46,WO-10041,2023-01-05 08:53:34.419287772,OP010,14,14,0,none,None,Pass,
INSP-47,WO-10042,2023-01-05 16:53:40.777716258,OP017,10,10,0,None,None,Pass,
INSP-48,WO-10043,2023-01-05 16:10:58.101331075,OP009,11,10,1,Surface Scratch,Surface Scratch,Use-As-Is,
INSP-49,WO-10044,2023-01-06 09:01:04.451597617,OP011,20,20,0,No Defect,None,Pass,
INSP-50,WO-10045,2023-01-06 10:19:27.626741187,OP002,8,8,0,NONE,None,Pass,
INSP-51,WO-10046,2023-01-06 18:23:03.615925402,OP009,19,16,3,BEND,Bend Angle,Rework,
INSP-52,WO-10047,2023-01-06 17:00:18.950533195,OP005,19,17,2,Void,Porosity,Scrap,
INSP-53,WO-10048,2023-01-06 17:04:02.544748668,OP012,17,17,0,None,None,Pass,
INSP-54,WO-10049,2023-01-06 09:10:22.381775411,OP018,18,18,0,,None,Pass,
INSP-55,WO-10050,2023-01-06 17:37:55.144782115,OP006,22,17,5,dimensional,Dimensional,Scrap,
INSP-56,WO-10051,2023-01-06 12:22:36.209250781,OP008,19,18,1,SCRATCH,Surface Scratch,Scrap,
INSP-57,WO-10052,2023-01-06 09:12:05.178341593,OP015,9,8,1,SCRATCH,Surface Scratch,Scrap,
INSP-58,WO-10053,2023-01-07 09:09:08.702570908,OP003,18,17,1,Weld Reject,Weld Defect,Scrap,
INSP-59,WO-10054,2023-01-07 12:12:54.624932611,OP001,12,12,0,NONE,None,Pass,
INSP-60,WO-10055,2023-01-07 11:54:33.519280706,OP020,16,14,2,Poros.,Porosity,Scrap,
INSP-61,WO-10056,2023-01-07 12:50:44.620758928,OP019,11,11,0,No Defect,None,Pass,
INSP-62,WO-10057,2023-01-07 07:50:27.398707141,OP018,6,6,0,No Defect,None,Pass,
INSP-63,WO-10057,2023-01-07 08:34:27.398707141,OP018,6,6,0,No Defect,None,Pass,
INSP-64,WO-10058,2023-01-07 10:54:15.117641131,OP004,16,16,0,OK,None,Pass,
INSP-65,WO-10059,2023-01-07 18:07:04.163058689,OP018,22,22,0,none,None,Pass,She campaign little near enter their institution.
INSP-66,WO-10060,2023-01-07 16:59:22.153489385,OP006,12,12,0,OK,None,Pass,
INSP-67,WO-10061,2023-01-07 17:35:02.774178147,OP019,13,13,0,Pass,None,Pass,
INSP-68,WO-10062,2023-01-07 09:22:45.616211731,OP006,20,18,2,Scr,Surface Scratch,Scrap,
INSP-69,WO-10063,2023-01-07 18:59:58.460125493,OP010,16,15,1,Scratch,Surface Scratch,Rework,Up sense ready require human.
INSP-70,WO-10063,2023-01-07 19:31:58.460125493,OP010,16,15,1,Scratch,Surface Scratch,Rework,Up sense ready require human.
INSP-71,WO-10064,2023-01-07 19:44:29.527291803,OP019,12,12,0,No Defect,None,Pass,
INSP-72,WO-10065,2023-01-09 08:45:50.655790479,OP004,14,13,1,surface scr,Surface Scratch,Scrap,Just military building different full open.
INSP-73,WO-10066,2023-01-09 09:59:50.915557188,OP008,20,20,0,NONE,None,Pass,
INSP-74,WO-10067,2023-01-09 20:33:43.857739676,OP015,17,13,4,dim.,Dimensional,Rework,
INSP-75,WO-10068,2023-01-09 11:19:51.046633389,OP006,18,18,0,PASS,None,Pass,
INSP-76,WO-10069,2023-01-09 17:33:52.443920717,OP016,6,2,4,sharp edge,Burr,Scrap,
INSP-77,WO-10070,2023-01-09 08:38:18.795963837,OP018,5,5,0,NONE,None,Pass,Open according remain arrive attack.
INSP-78,WO-10071,2023-01-09 19:11:21.986959244,OP003,13,13,0,,None,Pass,
INSP-79,WO-10072,2023-01-09 18:44:15.542592471,OP014,6,6,0,,None,Pass,
INSP-80,WO-10073,2023-01-09 20:23:19.058923323,OP013,19,17,2,dimensional,Dimensional,Scrap,
INSP-81,WO-10074,2023-01-09 19:31:25.571483215,OP018,23,22,1,surface scr,Surface Scratch,Rework,
INSP-82,WO-10075,2023-01-09 09:05:50.202083136,OP013,23,21,2,Dimentional,Dimensional,Scrap,
INSP-83,WO-10076,2023-01-10 16:33:16.856520863,OP019,14,13,1,Dimentional,Dimensional,Scrap,
INSP-84,WO-10077,2023-01-10 18:11:39.514793634,OP013,17,17,0,Pass,None,Pass,Teacher audience draw.
INSP-85,WO-10078,2023-01-10 20:05:31.921267883,OP014,6,6,0,OK,None,Pass,
INSP-86,WO-10079,2023-01-10 19:02:14.193029542,OP012,12,12,0,No Defect,None,Pass,
INSP-87,WO-10080,2023-01-10 18:52:38.577905764,OP007,25,22,3,Dimension Error,Dimensional,Scrap,Democrat car very number line six space.
INSP-88,WO-10081,2023-01-10 17:56:16.307227266,OP009,24,22,2,Dimension Error,Dimensional,Scrap,
INSP-89,WO-10082,2023-01-10 18:31:57.387103255,OP006,23,23,0,OK,None,Pass,Behind probably great in tell.
INSP-90,WO-10082,2023-01-10 18:52:57.387103255,OP006,23,23,0,OK,None,Pass,Behind probably great in tell.
INSP-91,WO-10083,2023-01-11 20:34:10.023646968,OP007,11,11,0,NONE,None,Pass,
INSP-92,WO-10084,2023-01-11 09:29:34.159964701,OP010,25,25,0,NONE,None,Pass,
INSP-93,WO-10085,2023-01-11 09:06:05.319909339,OP012,19,19,0,NONE,None,Pass,
INSP-94,WO-10086,2023-01-11 12:03:01.760873058,OP012,17,16,1,sharp edge,Burr,Use-As-Is,
INSP-95,WO-10087,2023-01-11 19:15:52.297300403,OP020,24,23,1,surface scr,Surface Scratch,Use-As-Is,
INSP-96,WO-10088,2023-01-11 10:07:58.088828831,OP008,14,12,2,surface scr,Surface Scratch,Use-As-Is,
INSP-97,WO-10089,2023-01-11 11:31:37.715765597,OP013,18,18,0,Pass,None,Pass,Pull worker better.
INSP-98,WO-10090,2023-01-11 09:47:05.805685954,OP009,12,12,0,Pass,None,Pass,
INSP-99,WO-10091,2023-01-11 17:34:03.814652297,OP007,16,15,1,Burr,Burr,Scrap,
INSP-100,WO-10092,2023-01-11 19:02:32.708394703,OP015,12,10,2,Sharp Burr,Burr,Scrap,
INSP-101,WO-10093,2023-01-11 18:57:16.152349868,OP018,20,19,1,Sharp Edge,Burr,Scrap,
INSP-102,WO-10094,2023-01-11 17:42:30.673258221,OP008,25,19,6,Bend Angle,Bend Angle,Rework,
INSP-103,WO-10095,2023-01-11 12:36:44.216478373,OP007,10,10,0,No Defect,None,Pass,
INSP-104,WO-10096,2023-01-12 19:26:11.307876564,OP020,8,8,0,OK,None,Pass,
INSP-105,WO-10097,2023-01-12 09:24:59.192704895,OP010,5,5,0,None,None,Pass,
INSP-106,WO-10098,2023-01-12 15:55:17.354355928,OP010,5,5,0,none,None,Pass,
INSP-107,WO-10099,2023-01-12 08:50:41.919877961,OP016,25,25,0,PASS,None,Pass,
INSP-108,WO-10100,2023-01-12 07:19:52.302818373,OP016,22,22,0,NONE,None,Pass,
INSP-109,WO-10101,2023-01-12 18:42:57.020452622,OP005,18,17,1,surface scr,Surface Scratch,Rework,
INSP-110,WO-10102,2023-01-12 19:20:23.983814284,OP020,16,15,1,Scratch,Surface Scratch,Rework,
INSP-111,WO-10103,2023-01-12 10:43:54.107247281,OP019,25,24,1,angle err,Bend Angle,Scrap,
INSP-112,WO-10104,2023-01-12 17:52:53.343492586,OP003,22,15,7,BURR,Burr,Scrap,
INSP-113,WO-10105,2023-01-12 18:44:17.984677092,OP016,9,9,0,OK,None,Pass,Rock song body court movie cell.
INSP-114,WO-10106,2023-01-12 09:19:20.037644419,OP003,18,18,0,No Defect,None,Pass,
INSP-115,WO-10107,2023-01-13 18:37:31.165294224,OP014,21,20,1,Porosity,Porosity,Rework,
INSP-116,WO-10108,2023-01-13 11:47:11.424786330,OP006,15,15,0,OK,None,Pass,
INSP-117,WO-10109,2023-01-13 20:32:43.318969275,OP015,21,21,0,OK,None,Pass,
INSP-118,WO-10110,2023-01-13 09:42:07.649269310,OP003,12,12,0,None,None,Pass,
INSP-119,WO-10111,2023-01-13 18:03:00.160983323,OP019,20,20,0,None,None,Pass,
INSP-120,WO-10112,2023-01-13 15:45:51.753104942,OP016,22,20,2,Sharp Edge,Burr,Rework,
INSP-121,WO-10113,2023-01-13 18:09:23.512455156,OP003,16,15,1,dimensional,Dimensional,Scrap,
INSP-122,WO-10114,2023-01-13 09:36:02.819349979,OP010,23,22,1,sharp edge,Burr,Use-As-Is,
INSP-123,WO-10115,2023-01-13 17:46:55.177946156,OP013,9,8,1,Dimension Error,Dimensional,Rework,
INSP-124,WO-10116,2023-01-13 09:14:34.610646949,OP012,15,14,1,Void,Porosity,Rework,
INSP-125,WO-10117,2023-01-13 08:11:57.643461274,OP010,18,18,0,PASS,None,Pass,
INSP-126,WO-10118,2023-01-13 18:57:06.360887465,OP006,23,17,6,porosity,Porosity,Rework,
INSP-127,WO-10119,2023-01-13 12:19:29.464031443,OP004,13,12,1,Scr,Surface Scratch,Rework,
INSP-128,WO-10120,2023-01-14 09:17:49.483326755,OP016,6,5,1,POROSITY,Porosity,Rework,Everything economic type kitchen.
INSP-129,WO-10121,2023-01-14 19:28:29.939236976,OP003,15,14,1,porosity,Porosity,Rework,
INSP-130,WO-10122,2023-01-14 20:05:41.021973381,OP001,14,14,0,OK,None,Pass,
INSP-131,WO-10123,2023-01-14 10:33:34.758818911,OP005,16,16,0,PASS,None,Pass,
INSP-132,WO-10124,2023-01-14 10:17:01.062156547,OP015,7,7,0,Pass,None,Pass,
INSP-133,WO-10125,2023-01-14 17:59:28.649815493,OP014,15,15,0,None,None,Pass,
INSP-134,WO-10126,2023-01-14 19:25:37.568718677,OP005,6,6,0,PASS,None,Pass,
INSP-135,WO-10127,2023-01-14 08:57:38.314203688,OP015,23,21,2,Surface Scratch,Surface Scratch,Rework,
INSP-136,WO-10128,2023-01-14 09:22:41.653639891,OP005,6,6,0,NONE,None,Pass,
INSP-137,WO-10129,2023-01-14 11:56:01.814497107,OP011,24,22,2,Weld Reject,Weld Defect,Rework,
INSP-138,WO-10130,2023-01-14 12:15:36.506663131,OP018,24,20,4,Dimensional,Dimensional,Rework,
INSP-139,WO-10131,2023-01-14 09:25:35.539865481,OP003,7,7,0,,None,Pass,
INSP-140,WO-10132,2023-01-16 11:21:03.031435130,OP006,15,15,0,OK,None,Pass,
INSP-141,WO-10132,2023-01-16 11:26:03.031435130,OP006,15,15,0,OK,None,Pass,
INSP-142,WO-10133,2023-01-16 09:28:17.125963257,OP014,21,21,0,none,None,Pass,Better present music address behavior send door.
INSP-143,WO-10133,2023-01-16 09:54:17.125963257,OP014,21,21,0,none,None,Pass,Better present music address behavior send door.
INSP-144,WO-10134,2023-01-16 19:52:27.830059581,OP015,18,16,2,Welding Issue,Weld Defect,Scrap,
INSP-145,WO-10134,2023-01-16 20:23:27.830059581,OP015,18,16,2,Welding Issue,Weld Defect,Scrap,
INSP-146,WO-10135,2023-01-16 17:39:39.205077562,OP012,16,15,1,Void,Porosity,Scrap,
INSP-147,WO-10136,2023-01-16 17:31:34.371062720,OP016,24,23,1,Porosity,Porosity,Scrap,
INSP-148,WO-10137,2023-01-16 16:37:42.738212908,OP013,10,9,1,SCRATCH,Surface Scratch,Scrap,
INSP-149,WO-10138,2023-01-16 21:18:52.365632612,OP016,5,5,0,OK,None,Pass,
INSP-150,WO-10139,2023-01-16 16:00:07.873530635,OP009,8,5,3,Welding Issue,Weld Defect,Rework,
INSP-151,WO-10140,2023-01-16 09:10:14.055663013,OP002,20,17,3,bend angle,Bend Angle,Rework,Magazine degree husband around her world.
INSP-152,WO-10141,2023-01-16 08:42:28.871264011,OP011,12,12,0,,None,Pass,Unit size expect recent room.
INSP-153,WO-10142,2023-01-16 21:00:18.131215623,OP009,25,24,1,Dimension Error,Dimensional,Scrap,
INSP-154,WO-10143,2023-01-17 19:54:11.622033902,OP011,7,7,0,NONE,None,Pass,
INSP-155,WO-10143,2023-01-17 20:10:11.622033902,OP011,7,7,0,NONE,None,Pass,
INSP-156,WO-10144,2023-01-17 11:38:32.310735623,OP018,5,5,0,Pass,None,Pass,Product main couple design around save article.
INSP-157,WO-10145,2023-01-17 09:19:24.228969309,OP012,22,22,0,OK,None,Pass,
INSP-158,WO-10146,2023-01-17 16:31:15.206855627,OP001,6,5,1,scrach,Surface Scratch,Use-As-Is,
INSP-159,WO-10147,2023-01-17 16:33:04.116066795,OP010,25,24,1,Welding Issue,Weld Defect,Scrap,Arm once me system church whether.
INSP-160,WO-10148,2023-01-17 18:09:10.706266567,OP004,17,17,0,No Defect,None,Pass,
INSP-161,WO-10149,2023-01-17 18:07:29.028861600,OP018,10,10,0,,None,Pass,
INSP-162,WO-10150,2023-01-17 11:06:49.734739394,OP020,16,13,3,Bur,Burr,Use-As-Is,
INSP-163,WO-10151,2023-01-18 17:30:39.768892100,OP008,10,10,0,Pass,None,Pass,Surface attention attack technology.
INSP-164,WO-10152,2023-01-18 10:50:00.346956010,OP012,23,23,0,None,None,Pass,
INSP-165,WO-10153,2023-01-18 16:05:58.987449213,OP015,15,15,0,NONE,None,Pass,
INSP-166,WO-10154,2023-01-18 08:54:45.990766729,OP008,19,16,3,DIMENSIONAL,Dimensional,Rework,Build three east organization people information.
INSP-167,WO-10155,2023-01-18 18:29:19.405954021,OP008,15,13,2,porosity,Porosity,Rework,
INSP-168,WO-10156,2023-01-18 17:04:51.852504806,OP005,12,12,0,OK,None,Pass,
INSP-169,WO-10157,2023-01-18 09:04:35.212318902,OP008,22,21,1,dim.,Dimensional,Scrap,North first end prove fire enter capital population.
INSP-170,WO-10157,2023-01-18 09:32:35.212318902,OP008,22,21,1,dim.,Dimensional,Scrap,North first end prove fire enter capital population.
INSP-171,WO-10158,2023-01-18 20:13:19.777455550,OP012,9,9,0,NONE,None,Pass,
INSP-172,WO-10159,2023-01-18 19:05:21.336554052,OP017,18,16,2,porosity,Porosity,Rework,
INSP-173,WO-10159,2023-01-18 19:37:21.336554052,OP017,18,16,2,porosity,Porosity,Rework,
INSP-174,WO-10160,2023-01-18 10:28:05.632632335,OP015,7,7,0,NONE,None,Pass,
INSP-175,WO-10161,2023-01-18 08:11:04.303730541,OP019,9,8,1,scrach,Surface Scratch,Rework,
INSP-176,WO-10162,2023-01-18 10:57:29.927406668,OP004,23,21,2,Out of Angle,Bend Angle,Rework,
INSP-177,WO-10163,2023-01-18 20:12:40.975514377,OP008,6,6,0,,None,Pass,
INSP-178,WO-10164,2023-01-18 18:38:19.032334236,OP014,16,16,0,Pass,None,Pass,
INSP-179,WO-10165,2023-01-18 11:15:12.357578897,OP003,17,14,3,Surface Scratch,Surface Scratch,Scrap,
INSP-180,WO-10166,2023-01-19 17:06:07.870347896,OP018,20,20,0,Pass,None,Pass,
INSP-181,WO-10167,2023-01-19 19:32:06.303875406,OP002,25,24,1,weld defect,Weld Defect,Rework,
INSP-182,WO-10168,2023-01-19 09:45:26.368651886,OP008,6,6,0,NONE,None,Pass,
INSP-183,WO-10169,2023-01-19 18:03:12.805042418,OP014,24,22,2,Out of Angle,Bend Angle,Rework,
INSP-184,WO-10170,2023-01-19 11:18:19.184033761,OP009,24,23,1,Porosity,Porosity,Scrap,
INSP-185,WO-10171,2023-01-19 08:17:45.159439791,OP019,24,24,0,,None,Pass,First sell authority leader your you available.
INSP-186,WO-10172,2023-01-19 20:59:23.327163879,OP017,21,21,0,No Defect,None,Pass,
INSP-187,WO-10173,2023-01-19 17:32:30.030268690,OP011,25,25,0,NONE,None,Pass,
INSP-188,WO-10174,2023-01-19 11:32:41.861241824,OP003,12,12,0,OK,None,Pass,
INSP-189,WO-10175,2023-01-20 10:09:54.631320544,OP007,24,24,0,NONE,None,Pass,
INSP-190,WO-10176,2023-01-20 11:00:08.774856354,OP010,19,18,1,Porosity,Porosity,Scrap,
INSP-191,WO-10176,2023-01-20 11:15:08.774856354,OP010,19,18,1,Porosity,Porosity,Scrap,
INSP-192,WO-10177,2023-01-20 16:14:01.990463369,OP009,12,12,0,OK,None,Pass,
INSP-193,WO-10177,2023-01-20 16:43:01.990463369,OP009,12,11,1,OK,None,Pass,
INSP-194,WO-10178,2023-01-20 09:20:07.793600441,OP012,22,19,3,Dimensional,Dimensional,Scrap,
INSP-195,WO-10179,2023-01-20 09:26:08.018855771,OP011,25,25,0,,None,Pass,
INSP-196,WO-10180,2023-01-20 09:31:46.642149464,OP001,12,12,0,Pass,None,Pass,Media car give attention each.
INSP-197,WO-10181,2023-01-20 09:04:13.569810679,OP012,10,10,0,NONE,None,Pass,
INSP-198,WO-10182,2023-01-23 17:22:07.287024320,OP010,6,5,1,sharp edge,Burr,Scrap,
INSP-199,WO-10183,2023-01-23 08:41:47.231565384,OP012,14,12,2,porosity,Porosity,Rework,
INSP-200,WO-10184,2023-01-23 09:35:32.396336098,OP020,21,20,1,WELD,Weld Defect,Rework,
INSP-201,WO-10185,2023-01-23 18:00:24.695805281,OP019,14,13,1,Bur,Burr,Rework,
INSP-202,WO-10186,2023-01-23 16:35:15.973514622,OP011,12,11,1,Scratch,Surface Scratch,Scrap,
INSP-203,WO-10187,2023-01-23 18:51:00.540802253,OP012,12,12,0,NONE,None,Pass,
INSP-204,WO-10188,2023-01-23 20:28:33.485432942,OP003,14,13,1,angle err,Bend Angle,Rework,
INSP-205,WO-10189,2023-01-23 12:43:38.549922909,OP002,20,20,0,PASS,None,Pass,
INSP-206,WO-10190,2023-01-23 08:54:49.479334121,OP017,8,8,0,none,None,Pass,
INSP-207,WO-10191,2023-01-24 11:29:05.510287610,OP003,23,21,2,Sharp Edge,Burr,Rework,Citizen street region particularly would.
INSP-208,WO-10192,2023-01-24 09:56:29.910561356,OP012,14,13,1,SCRATCH,Surface Scratch,Use-As-Is,
INSP-209,WO-10193,2023-01-24 08:58:08.321384083,OP011,6,5,1,Porosity,Porosity,Scrap,
INSP-210,WO-10194,2023-01-24 09:31:02.331716451,OP020,17,17,0,none,None,Pass,
INSP-211,WO-10195,2023-01-24 07:49:11.139765465,OP013,17,17,0,none,None,Pass,
INSP-212,WO-10196,2023-01-24 10:33:42.204758112,OP005,19,18,1,Bend,Bend Angle,Rework,
INSP-213,WO-10197,2023-01-24 07:40:13.938034069,OP017,8,7,1,SCRATCH,Surface Scratch,Scrap,
INSP-214,WO-10198,2023-01-24 11:14:51.730564218,OP005,6,5,1,BEND,Bend Angle,Scrap,
INSP-215,WO-10199,2023-01-24 20:00:28.941191479,OP002,9,8,1,sharp edge,Burr,Scrap,
INSP-216,WO-10200,2023-01-24 16:23:48.404835832,OP020,22,20,2,Out of Angle,Bend Angle,Use-As-Is,
INSP-217,WO-10200,2023-01-24 16:48:48.404835832,OP020,22,20,2,Out of Angle,Bend Angle,Use-As-Is,
INSP-218,WO-10201,2023-01-24 16:52:07.989263440,OP010,12,12,0,PASS,None,Pass,
INSP-219,WO-10202,2023-01-24 19:44:42.665522543,OP007,11,11,0,Pass,None,Pass,
INSP-220,WO-10203,2023-01-24 18:44:44.904542004,OP017,24,22,2,Void,Porosity,Scrap,Account stage federal professional voice care break.
INSP-221,WO-10204,2023-01-24 11:41:15.547850743,OP002,11,11,0,PASS,None,Pass,
INSP-222,WO-10205,2023-01-25 08:51:41.953654324,OP004,25,25,0,OK,None,Pass,Score choice example decision.
INSP-223,WO-10206,2023-01-25 18:27:18.971370055,OP014,12,12,0,NONE,None,Pass,
INSP-224,WO-10207,2023-01-25 15:37:23.278265846,OP013,20,19,1,Void,Porosity,Scrap,
INSP-225,WO-10208,2023-01-25 17:55:02.694982285,OP011,16,14,2,Out of Angle,Bend Angle,Scrap,Data plant enough major town suffer.
INSP-226,WO-10209,2023-01-25 09:59:33.769915374,OP016,5,5,0,PASS,None,Pass,
INSP-227,WO-10210,2023-01-25 09:01:13.606860387,OP020,24,23,1,angle err,Bend Angle,Scrap,
INSP-228,WO-10211,2023-01-25 09:06:53.943191569,OP020,5,5,0,PASS,None,Pass,Plant stop analysis four.
INSP-229,WO-10212,2023-01-25 09:26:57.233400249,OP017,13,13,0,No Defect,None,Pass,
INSP-230,WO-10213,2023-01-25 07:44:25.342242121,OP019,7,7,0,,None,Pass,Pm energy scientist necessary.
INSP-231,WO-10214,2023-01-25 10:01:20.449834387,OP017,10,10,0,None,None,Pass,
INSP-232,WO-10215,2023-01-25 11:08:37.866821791,OP009,7,7,0,None,None,Pass,
INSP-233,WO-10215,2023-01-25 11:25:37.866821791,OP009,7,7,0,None,None,Pass,
INSP-234,WO-10216,2023-01-25 10:26:37.762792105,OP011,17,17,0,none,None,Pass,Night born war real chance along.
INSP-235,WO-10217,2023-01-25 12:03:38.843622008,OP015,9,9,0,PASS,None,Pass,
INSP-236,WO-10218,2023-01-26 18:50:34.284475195,OP010,24,23,1,WELD,Weld Defect,Scrap,Old challenge camera final together someone.
INSP-237,WO-10218,2023-01-26 19:11:34.284475195,OP010,24,23,1,WELD,Weld Defect,Scrap,Old challenge camera final together someone.
INSP-238,WO-10219,2023-01-26 09:48:37.097301997,OP007,17,16,1,SCRATCH,Surface Scratch,Scrap,
INSP-239,WO-10220,2023-01-26 07:38:36.495133559,OP013,17,16,1,Scr,Surface Scratch,Scrap,
INSP-240,WO-10221,2023-01-26 17:18:26.438924957,OP012,13,13,0,OK,None,Pass,
INSP-241,WO-10222,2023-01-26 18:04:39.743441049,OP018,24,22,2,weld defect,Weld Defect,Scrap,Together decide economic.
INSP-242,WO-10223,2023-01-26 08:58:45.232868670,OP014,17,17,0,none,None,Pass,
INSP-243,WO-10224,2023-01-26 15:34:26.153638172,OP012,12,12,0,,None,Pass,
INSP-244,WO-10225,2023-01-27 20:36:56.050933370,OP013,17,17,0,Pass,None,Pass,
INSP-245,WO-10226,2023-01-27 15:27:24.478029258,OP015,11,9,2,Weld Defect,Weld Defect,Scrap,
INSP-246,WO-10227,2023-01-27 16:57:46.839437203,OP002,17,17,0,none,None,Pass,
INSP-247,WO-10228,2023-01-27 10:54:01.968443136,OP017,7,6,1,bend angle,Bend Angle,Scrap,
INSP-248,WO-10229,2023-01-27 11:22:37.932723566,OP013,24,23,1,weld def.,Weld Defect,Scrap,
INSP-249,WO-10230,2023-01-27 17:51:12.410360771,OP016,16,15,1,Scratch,Surface Scratch,Scrap,
INSP-250,WO-10231,2023-01-27 19:08:38.600298736,OP003,21,21,0,Pass,None,Pass,
INSP-251,WO-10232,2023-01-27 16:40:23.868981,OP006,20,19,1,Dimentional,Dimensional,Rework,
INSP-252,WO-10233,2023-01-27 09:10:36.173366619,OP007,20,20,0,none,None,Pass,
INSP-253,WO-10234,2023-01-27 16:38:26.523695998,OP015,25,25,0,none,None,Pass,
